ds  cmp_id
20160501    339781086
20160501    339783050
20160501    339784070
20160501    339785085
20160501    339787085
20160501    339820251
20160501    339820278
20160501    339820295
20160501    339821341
20160501    339825337
20160501    339848050
20160501    339849025
20160501    339850081
20160501    339854060
20160501    339855132
20160501    339856162
20160501    339861085
20160501    339866160
20160501    339881103
20160501    339897065
20160501    339897076
20160501    340143245
20160501    340146086
20160501    340148090
20160501    340161109
20160501    340166127
20160501    340167170
20160501    340170097
20160501    340172016
20160501    340174192
20160501    340224002
20160501    340247303
20160501    340247446
20160501    340249152
20160501    340249962
20160501    340250482
20160501    340250507
20160501    340251010
20160501    340251013
20160501    340251340
20160501    340252172
20160501    340253473
20160501    340253986
20160501    340254266
20160501    340255469
20160501    340255470
20160501    340261166
20160501    340261171
20160501    340269080
20160501    340270077
20160501    340273478
20160501    340277007
20160501    340287909
20160501    340293082
20160501    340293192
20160501    340294215
20160501    340319054
20160501    340329008
20160501    340329087
20160501    340380059
20160501    340383091
20160501    340385025
20160501    340386014
20160501    340386099
20160501    340389019
20160501    340398110
20160501    340403028
20160501    340407110
20160501    340407225
20160501    340415250
20160501    340417202
20160501    340445015
20160501    340450248
20160501    340451212
20160501    340452095
20160501    340455076
20160501    340458011
20160501    340458047
20160501    340458545
20160501    340467049
20160501    340472126
20160501    340472127
20160501    340472128
20160501    340472129
20160501    340472130
20160501    340472131
20160501    340472132
20160501    340472133
20160501    340472134
20160501    340472135
20160501    340472136
20160501    340472137
20160501    340472138
20160501    340472139
20160501    340472140
20160501    340472141
20160501    340472142
20160501    340472143
20160501    340472144
20160501    340472145
20160501    340472146
20160501    340472147
20160501    340472148
20160501    340472150
20160501    340472151
20160501    340472152
20160501    340472153
20160501    340472154
20160501    340472155
20160501    340472156
20160501    340472157
20160501    340472158
20160501    340472159
20160501    340472160
20160501    340472161
20160501    340484109
20160501    340494194
20160501    340497231
20160501    340497232
20160501    340530279
20160501    340531263
20160501    340532038
20160501    340533250
20160501    340534105
20160501    340534217
20160501    340543419
20160501    340547051
20160501    340547235
20160501    340547333
20160501    340548321
20160501    340548322
20160501    340548367
20160501    340549212
20160501    340549356
20160501    340550007
20160501    340550257
20160501    340550352
20160501    340550354
20160501    340550356
20160501    340551066
20160501    340551320
20160501    340552006
20160501    340552188
20160501    340552205
20160501    340558154
20160501    340559162
20160501    340559164
20160501    340570210
20160501    340572389
20160501    340575301
20160501    340578257
20160501    340578380
20160501    340580228
20160501    340580229
20160501    340580230
20160501    340580231
20160501    340580232
20160501    340580233
20160501    340580234
20160501    340580235
20160501    340580236
20160501    340580237
20160501    340580238
20160501    340583490
20160501    340583491
20160501    340583492
20160501    340584064
20160501    340590137
20160501    340593099
20160501    340609256
20160501    340609276
20160501    340610024
20160501    340613119
20160501    340614113
20160501    340615035
20160501    340618138
20160501    340621354
20160501    340625127
20160501    340626090
20160501    340628116
20160501    340633010
20160501    340652215
20160501    340656027
20160501    340674118
20160501    340674133
20160501    340681121
20160501    340681132
20160501    340683097
20160501    340685648
20160501    340685649
20160501    340685654
20160501    340693061
20160501    340697076
20160501    340697081
20160501    340697082
20160501    340697083
20160501    340697084
20160501    340697117
20160501    340700116
20160501    340703095
20160501    340705186
20160501    340706122
20160501    340706135
20160501    340707116
20160501    340707136
20160501    340708707
20160501    340740314
20160501    340750467
20160501    340752157
20160501    340752462
20160501    340753491
20160501    340754245
20160501    340755316
20160501    340768020
20160501    340768255
20160501    340772158
20160501    340775027
20160501    340776107
20160501    340776207
20160501    340783036
20160501    340796114
20160501    340797057
20160501    340798010
20160501    340800236
20160501    340802009
20160501    340809210
20160501    340809213
20160501    340814020
20160501    340819124
20160501    340820481
20160501    340821021
20160501    340823168
20160501    340824048
20160501    340824056
20160501    340824065
20160501    340824066
20160501    340825528
20160501    340828154
20160501    340830017
20160501    340830018
20160501    340833372
20160501    340839109
20160501    340842223
20160501    340847034
20160501    340848047
20160501    340848074
20160501    340860124
20160501    340876027
20160501    340876087
20160501    340882152
20160501    340884042
20160501    340884043
20160501    340884044
20160501    340890045
20160501    340903015
20160501    340924359
20160501    340933314
20160501    340935287
20160501    340937326
20160501    340983028
20160501    341254179
20160501    341254194
20160501    341256129
20160501    341256151
20160501    341256180
20160501    341259141
20160501    341278003
20160501    341288121
20160501    341309137
20160501    341315127
20160501    341369330
20160501    341372110
20160501    341374309
20160501    341378327
20160501    341379088
20160501    341380075
20160501    341448043
20160501    341449013
20160501    341460185
20160501    341462199
20160501    341476109
20160501    341477253
20160501    341482029
20160501    341482057
20160501    341485016
20160501    341495087
20160501    341495088
20160501    341499342
20160501    341506375
20160501    341507000
20160501    341518594
20160501    341519068
20160501    341522325
20160501    341524289
20160501    341527253
20160501    341528101
20160501    341528119
20160501    341530855
20160501    341533005
20160501    341533007
20160501    341552018
20160501    341552019
20160501    341555012
20160501    341555113
20160501    341559017
20160501    341561234
20160501    341563015
20160501    341564077
20160501    341565420
20160501    341565468
20160501    341565476
20160501    341565482
20160501    341566085
20160501    341566118
20160501    341568179
20160501    341569110
20160501    341569125
20160501    341572132
20160501    341573056
20160501    341701044
20160501    341703018
20160501    341708013
20160501    341708014
20160501    341710053
20160501    341727078
20160501    341737006
20160501    341769130
20160501    341770240
20160501    341771482
20160501    341772101
20160501    341772265
20160501    341772413
20160501    341773305
20160501    341775448
20160501    341778534
20160501    341778977
20160501    341779122
20160501    341779360
20160501    341780132
20160501    341780483
20160501    341781499
20160501    341782039
20160501    341792504
20160501    341792507
20160501    341798816
20160501    341798841
20160501    341798844
20160501    341798848
20160501    341801089
20160501    341802194
20160501    341807837
20160501    341807838
20160501    341807839
20160501    341807840
20160501    341808011
20160501    341808095
20160501    341808098
20160501    341808099
20160501    341811010
20160501    341811785
20160501    341813204
20160501    341814932
20160501    341815390
20160501    341816334
20160501    341816493
20160501    341821602
20160501    341822277
20160501    341831704
20160501    341837093
20160501    341842044
20160501    341854133
20160501    341857128
20160501    341865118
20160501    341870892
20160501    341905067
20160501    341907068
20160501    341907076
20160501    341907103
20160501    341907143
20160501    341916414
20160501    341936065
20160501    341967035
20160501    342001003
20160501    342002075
20160501    342002133
20160501    342045100
20160501    342051126
20160501    342056011
20160501    342057116
20160501    342057122
20160501    342058134
20160501    342060068
20160501    342074226
20160501    342074227
20160501    342074228
20160501    342074229
20160501    342080126
20160501    342082168
20160501    342082177
20160501    342087135
20160501    342101114
20160501    342104169
20160501    342107104
20160501    342107119
20160501    342107143
20160501    342110502
20160501    342118318
20160501    342121294
20160501    342122295
20160501    342125061
20160501    342126217
20160501    342127203
20160501    342128328
20160501    342129350
20160501    342131363
20160501    342132284
20160501    342139032
20160501    342146015
20160501    342146069
20160501    342151110
20160501    342152059
20160501    342153005
20160501    342160026
20160501    342185026
20160501    342185087
20160501    342191083
20160501    342192058
20160501    342208076
20160501    342208309
20160501    342212026
20160501    342212148
20160501    342212364
20160501    342225047
20160501    342232261
20160501    342245523
20160501    342252146
20160501    342253164
20160501    342253195
20160501    342254160
20160501    342256150
20160501    342258056
20160501    342264037
20160501    342270010
20160501    342270012
20160501    342270013
20160501    342270014
20160501    342270015
20160501    342270016
20160501    342270017
20160501    342270018
20160501    342270019
20160501    342270020
20160501    342270021
20160501    342270022
20160501    342270023
20160501    342274104
20160501    342283072
20160501    342294008
20160501    342295187
20160501    342295188
20160501    342296014
20160501    342296018
20160501    342296029
20160501    342297103
20160501    342297107
20160501    342300064
20160501    342301002
20160501    342301096
20160501    342302000
20160501    342302012
20160501    342304097
20160501    342308159
20160501    342311004
20160501    342312099
20160501    342319131
20160501    342319548
20160501    342320110
20160501    342324006
20160501    342326041
20160501    342326096
20160501    342326098
20160501    342329059
20160501    342329090
20160501    342334113
20160501    342340355
20160501    342342606
20160501    342343496
20160501    342345962
20160501    342348955
20160501    342349001
20160501    342351580
20160501    342352354
20160501    342354934
20160501    342355610
20160501    342379515
20160501    342393132
20160501    342394248
20160501    342400179
20160501    342403054
20160501    342405082
20160501    342405083
20160501    342407015
20160501    342413027
20160501    342506891
20160501    342506918
20160501    342514050
20160501    342530030
20160501    342652128
20160501    342653007
20160501    342653075
20160501    342658007
20160501    342659160
20160501    342660212
20160501    342661159
20160501    342661208
20160501    342667238
20160501    342667239
20160501    342685006
20160501    342689245
20160501    342690207
20160501    342697519
20160501    342697559
20160501    342712014
20160501    342718114
20160501    342721085
20160501    342723075
20160501    342725083
20160501    342725131
20160501    342774043
20160501    342776043
20160501    342777037
20160501    342777038
20160501    342777039
20160501    342777040
20160501    342778041
20160501    342785010
20160501    342785046
20160501    342785047
20160501    342798051
20160501    342804039
20160501    342814408
20160501    342814411
20160501    342818067
20160501    342825171
20160501    342825207
20160501    342831000
20160501    342833162
20160501    342833163
20160501    342834053
20160501    342840045
20160501    342846236
20160501    342846237
20160501    342855084
20160501    342856085
20160501    342868124
20160501    342872157
20160501    342882099
20160501    342883161
20160501    342884044
20160501    342884078
20160501    342915063
20160501    342922499
20160501    342925079
20160501    342928068
20160501    342937082
20160501    342951072
20160501    342952044
20160501    342954248
20160501    342971239
20160501    342971240
20160501    342971241
20160501    342971242
20160501    342971243
20160501    342971244
20160501    342971245
20160501    342971246
20160501    342979018
20160501    342979019
20160501    342979022
20160501    342979023
20160501    342979055
20160501    342981002
20160501    342982014
20160501    342983020
20160501    342984019
20160501    342984021
20160501    342988009
20160501    342988010
20160501    342991147
20160501    342991154
20160501    342992523
20160501    342992540
20160501    342997067
20160501    343003086
20160501    343018300
20160501    343018301
20160501    343024027
20160501    343026178
20160501    343026386
20160501    343026387
20160501    343026388
20160501    343026389
20160501    343026390
20160501    343026391
20160501    343026392
20160501    343026394
20160501    343026397
20160501    343026398
20160501    343026399
20160501    343026401
20160501    343026402
20160501    343026403
20160501    343026404
20160501    343026405
20160501    343026406
20160501    343026408
20160501    343052190
20160501    343052201
20160501    343055389
20160501    343062104
20160501    343062120
20160501    343063059
20160501    343065136
20160501    343068092
20160501    343072873
20160501    343076271
20160501    343080161
20160501    343080162
20160501    343089211
20160501    343089214
20160501    343089215
20160501    343089219
20160501    343089392
20160501    343090066
20160501    343090220
20160501    343091061
20160501    343091069
20160501    343092024
20160501    343101018
20160501    343101019
20160501    343101056
20160501    343101092
20160501    343101094
20160501    343102061
20160501    343104061
20160501    343106001
20160501    343118044
20160501    343123024
20160501    343133255
20160501    343145379
20160501    343145390
20160501    343150045
20160501    343150080
20160501    343160000
20160501    343165054
20160501    343180196
20160501    343185091
20160501    343187016
20160501    343190062
20160501    343193042
20160501    343209419
20160501    343211167
20160501    343212354
20160501    343214511
20160501    343215130
20160501    343215219
20160501    343218197
20160501    343233079
20160501    343236050
20160501    343238012
20160501    343238095
20160501    343239098
20160501    343240063
20160501    343241081
20160501    343241134
20160501    343242066
20160501    343242068
20160501    343242070
20160501    343250069
20160501    343252022
20160501    343252055
20160501    343253046
20160501    343269131
20160501    343272057
20160501    343286031
20160501    343286115
20160501    343287076
20160501    343299011
20160501    343318279
20160501    343326071
20160501    343341103
20160501    343342052
20160501    343387033
20160501    343395078
20160501    343403360
20160501    343403361
20160501    343403493
20160501    343408060
20160501    343409002
20160501    343409003
20160501    343409005
20160501    343409006
20160501    343412044
20160501    343412084
20160501    343414010
20160501    343414094
20160501    343415075
20160501    343416049
20160501    343418009
20160501    343422470
20160501    343424054
20160501    343424108
20160501    343424287
20160501    343425310
20160501    343426262
20160501    343426313
20160501    343428062
20160501    343429286
20160501    343429288
20160501    343429289
20160501    343430249
20160501    343431249
20160501    343431254
20160501    343432291
20160501    343432326
20160501    343434255
20160501    343436266
20160501    343436267
20160501    343436268
20160501    343436272
20160501    343436319
20160501    343437647
20160501    343437648
20160501    343438262
20160501    343438263
20160501    343438264
20160501    343438265
20160501    343438275
20160501    343440269
20160501    343442236
20160501    343471002
20160501    343475100
20160501    343476045
20160501    343477014
20160501    343477111
20160501    343477112
20160501    343478000
20160501    343479072
20160501    343480057
20160501    343486038
20160501    343493131
20160501    343495159
20160501    343497238
20160501    343497421
20160501    343497426
20160501    343501064
20160501    343502072
20160501    343503146
20160501    343504150
20160501    343506229
20160501    343507118
20160501    343512137
20160501    343520020
20160501    343523051
20160501    343523052
20160501    343523053
20160501    343526015
20160501    343533047
20160501    343537083
20160501    343544055
20160501    343552127
20160501    343553066
20160501    343554099
20160501    343554193
20160501    343554301
20160501    343555194
20160501    343556056
20160501    343556147
20160501    343556289
20160501    343571008
20160501    343571066
20160501    343588074
20160501    343588075
20160501    343588076
20160501    343595060
20160501    343597098
20160501    343597105
20160501    343599121
20160501    343605046
20160501    343605052
20160501    343605060
20160501    343605106
20160501    343607125
20160501    343621005
20160501    343624685
20160501    343629295
20160501    343629519
20160501    343629677
20160501    343629694
20160501    343630037
20160501    343631018
20160501    343633011
20160501    343633113
20160501    343633304
20160501    343636667
20160501    343639003
20160501    343639005
20160501    343640007
20160501    343648078
20160501    343648086
20160501    343656914
20160501    343668412
20160501    343703082
20160501    343707039
20160501    343715011
20160501    343716009
20160501    343717012
20160501    343718001
20160501    343718002
20160501    343718003
20160501    343718004
20160501    343727779
20160501    343730321
20160501    343730465
20160501    343731112
20160501    343732131
20160501    343732132
20160501    343737666
20160501    343738787
20160501    343739285
20160501    343739438
20160501    343745625
20160501    343769097
20160501    343780072
20160501    343783007
20160501    343803020
20160501    343804010
20160501    343807178
20160501    343828036
20160501    343828142
20160501    343828179
20160501    343828194
20160501    343844012
20160501    343846013
20160501    343846014
20160501    343847189
20160501    343852086
20160501    343860019
20160501    343873768
20160501    343877480
20160501    343881395
20160501    343888065
20160501    343889011
20160501    343897133
20160501    343901051
20160501    343901111
20160501    343902027
20160501    343905300
20160501    343905562
20160501    343907060
20160501    343910259
20160501    343913062
20160501    343913076
20160501    343915145
20160501    343920030
20160501    343921378
20160501    343921379
20160501    343923063
20160501    343927005
20160501    343932002
20160501    343936030
20160501    343936031
20160501    343937001
20160501    343952085
20160501    343954109
20160501    343965082
20160501    343971003
20160501    343972051
20160501    343973240
20160501    343975044
20160501    343981125
20160501    344011159
20160501    344012101
20160501    344013137
20160501    344014149
20160501    344020028
20160501    344022214
20160501    344024026
20160501    344048143
20160501    344050097
20160501    344053093
20160501    344056008
20160501    344058029
20160501    344058077
20160501    344061109
20160501    344063103
20160501    344064029
20160501    344076033
20160501    344076161
20160501    344077116
20160501    344084099
20160501    344087059
20160501    344092003
20160501    344095013
20160501    344098114
20160501    344098139
20160501    344100096
20160501    344102146
20160501    344107175
20160501    344125051
20160501    344128052
20160501    344130140
20160501    344135050
20160501    344143002
20160501    344143003
20160501    344148262
20160501    344149052
20160501    344151213
20160501    344157276
20160501    344163185
20160501    344168068
20160501    344170075
20160501    344174032
20160501    344174120
20160501    344177042
20160501    344191546
20160501    344191548
20160501    344192002
20160501    344192486
20160501    344196002
20160501    344199644
20160501    344200436
20160501    344202716
20160501    344209200
20160501    344231279
20160501    344231280
20160501    344238076
20160501    344240148
20160501    344262579
20160501    344262581
20160501    344262582
20160501    344265449
20160501    344266680
20160501    344279840
20160501    344282072
20160501    344288481
20160501    344290579
20160501    344292575
20160501    344293618
20160501    344293621
20160501    344293807
20160501    344293921
20160501    344296635
20160501    344298329
20160501    344298332
20160501    344298562
20160501    344303511
20160501    344306203
20160501    344311010
20160501    344316875
20160501    344316878
20160501    344326004
20160501    344333031
20160501    344340868
20160501    344342834
20160501    344345112
20160501    344371000
20160501    344372061
20160501    344374414
20160501    344378361
20160501    344386070
20160501    344386164
20160501    344397004
20160501    344413042
20160501    344418028
20160501    344443128
20160501    344453877
20160501    344458408
20160501    344493562
20160501    344512670
20160501    344514461
20160501    344534946
20160501    344560559
20160501    344566242
20160501    344566243
20160501    344589961
20160501    344592301
20160501    344592691
20160501    344594431
20160501    344594464
20160501    344595462
20160501    344597057
20160501    344597242
20160501    344598380
20160501    344598382
20160501    344598477
20160501    344600140
20160501    344600264
20160501    344601282
20160501    344602332
20160501    344603311
20160501    344618113
20160501    344620030
20160501    344621028
20160501    344621057
20160501    344622061
20160501    344633004
20160501    344637289
20160501    344639228
20160501    344642175
20160501    344643287
20160501    344644028
20160501    344647265
20160501    344648176
20160501    344651011
20160501    344653009
20160501    344653011
20160501    344698557
20160501    344699010
20160501    344699126
20160501    344711000
20160501    344711001
20160501    344747636
20160501    344748721
20160501    344755208
20160501    344756502
20160501    344758023
20160501    344761706
20160501    344764172
20160501    344764454
20160501    344774918
20160501    344812968
20160501    344816456
20160501    344820194
20160501    344863468
20160501    344870590
20160501    344896207
20160501    344898170
20160501    344912062
20160501    344912064
20160501    344952362
20160501    345067990
20160501    345122528
20160501    345123536
20160501    345138547
20160501    345173280
20160501    345173281
20160501    345173381
20160501    345175258
20160501    345177202
20160501    345180009
20160501    345181208
20160501    345182030
20160501    345182033
20160501    345188082
20160501    345188083
20160501    345191049
20160501    345191079
20160501    345193048
20160501    345193089
20160501    345193090
20160501    345193092
20160501    345193119
20160501    345194087
20160501    345195079
20160501    345202081
20160501    345208370
20160501    345208371
20160501    345214023
20160501    345227062
20160501    345228053
20160501    345228068
20160501    345228071
20160501    345237056
20160501    345237067
20160501    345237076
20160501    345239025
20160501    345239076
20160501    345239078
20160501    345239079
20160501    345240094
20160501    345241001
20160501    345249121
20160501    345252057
20160501    345258070
20160501    345277555
20160501    345278164
20160501    345278665
20160501    345285512
20160501    345285634
20160501    345286122
20160501    345292068
20160501    345292792
20160501    345293022
20160501    345294443
20160501    345300372
20160501    345310505
20160501    345311571
20160501    345319090
20160501    345321154
20160501    345375026
20160501    345376235
20160501    345386015
20160501    345412729
20160501    345417722
20160501    345417772
20160501    345419858
20160501    345427447
20160501    345427620
20160501    345427621
20160501    345427623
20160501    345427624
20160501    345432994
20160501    345432995
20160501    345439450
20160501    345439451
20160501    345439825
20160501    345464326
20160501    345464659
20160501    345466158
20160501    345473087
20160501    345474125
20160501    345474134
20160501    345474135
20160501    345478321
20160501    345478513
20160501    345479252
20160501    345480469
20160501    345480528
20160501    345480552
20160501    345481391
20160501    345483431
20160501    345484846
20160501    345485486
20160501    345487023
20160501    345487322
20160501    345490102
20160501    345491607
20160501    345504032
20160501    345504124
20160501    345505157
20160501    345506047
20160501    345510072
20160501    345511037
20160501    345511186
20160501    345511203
20160501    345514009
20160501    345514028
20160501    345517056
20160501    345519038
20160501    345528155
20160501    345528168
20160501    345528196
20160501    345529066
20160501    345529159
20160501    345532200
20160501    345533077
20160501    345534096
20160501    345535137
20160501    345535199
20160501    345538143
20160501    345540030
20160501    345540034
20160501    345544022
20160501    345566111
20160501    345566126
20160501    345569833
20160501    345573606
20160501    345574073
20160501    345579725
20160501    345580664
20160501    345580665
20160501    345581088
20160501    345581100
20160501    345585155
20160501    345585156
20160501    345585229
20160501    345588279
20160501    345589256
20160501    345589289
20160501    345590212
20160501    345591502
20160501    345594046
20160501    345594060
20160501    345598062
20160501    345598274
20160501    345600862
20160501    345643991
20160501    345703262
20160501    345705015
20160501    345707056
20160501    345708072
20160501    345710092
20160501    345711234
20160501    345722005
20160501    345732062
20160501    345732696
20160501    345737013
20160501    345750378
20160501    345753015
20160501    345755345
20160501    345757663
20160501    345759248
20160501    345760165
20160501    345760592
20160501    345761914
20160501    345761915
20160501    345762082
20160501    345763135
20160501    345763144
20160501    345764370
20160501    345765179
20160501    345768206
20160501    345768209
20160501    345768210
20160501    345768211
20160501    345768212
20160501    345768548
20160501    345769758
20160501    345770190
20160501    345770191
20160501    345770204
20160501    345771046
20160501    345795085
20160501    345814012
20160501    345814013
20160501    345814014
20160501    345814015
20160501    345814068
20160501    345814075
20160501    345814076
20160501    345815072
20160501    345817000
20160501    345817001
20160501    345817150
20160501    345848778
20160501    345850447
20160501    345850642
20160501    345856362
20160501    345857392
20160501    345868820
20160501    345873032
20160501    345873033
20160501    345873034
20160501    345873267
20160501    345874017
20160501    345879005
20160501    345885979
20160501    345888251
20160501    345889213
20160501    345896897
20160501    345898853
20160501    345899830
20160501    345923158
20160501    345926024
20160501    345932009
20160501    345940027
20160501    345949617
20160501    345980978
20160501    345982394
20160501    345983964
20160501    345991207
20160501    346017333
20160501    346018135
20160501    346018170
20160501    346022076
20160501    346032906
20160501    346035386
20160501    346037626
20160501    346037628
20160501    346037631
20160501    346037634
20160501    346037635
20160501    346037636
20160501    346037639
20160501    346037640
20160501    346037641
20160501    346037643
20160501    346037646
20160501    346037648
20160501    346037651
20160501    346037652
20160501    346037654
20160501    346037657
20160501    346037658
20160501    346037659
20160501    346037663
20160501    346037665
20160501    346037666
20160501    346037667
20160501    346037668
20160501    346037670
20160501    346037671
20160501    346037672
20160501    346037673
20160501    346044635
20160501    346044883
20160501    346044884
